Assessment_ID,Hours_Since_Disaster,Hub_ID,Resource,Predicted_Demand,Allocated,Unmet,Strategy
ASM000042,0,HUB002,Medical,5035,89.78833004304585,4945.211669956954,Baseline
ASM000043,0,HUB002,Medical,2655,41.49946730891792,2613.5005326910823,Baseline
ASM000044,0,HUB002,Medical,2327,34.00414179584855,2292.9958582041513,Baseline
ASM000045,0,HUB002,Medical,2138,29.459246236052813,2108.540753763947,Baseline
ASM000081,0,HUB002,Medical,3078,40.187481885658734,3037.8125181143414,Baseline
ASM000082,0,HUB002,Medical,2853,34.43777078918685,2818.5622292108133,Baseline
ASM000083,0,HUB002,Medical,3342,37.517627446729826,3304.48237255327,Baseline
ASM000084,0,HUB002,Medical,2051,21.137486533819914,2029.8625134661802,Baseline
ASM000085,0,HUB002,Medical,2209,21.620638374764663,2187.3793616252356,Baseline
ASM000001,0,HUB002,Shelter,20360,2721.497205661183,17638.502794338816,Baseline
ASM000002,0,HUB002,Shelter,14226,1762.6058268416757,12463.394173158324,Baseline
ASM000003,0,HUB002,Shelter,15448,1816.277504061019,13631.72249593898,Baseline
ASM000004,0,HUB002,Shelter,18652,2071.3849734995842,16580.615026500414,Baseline
ASM000005,0,HUB002,Shelter,19494,2019.9547132144157,17474.045286785586,Baseline
ASM000041,0,HUB002,Shelter,23807,2294.254454051966,21512.745545948033,Baseline
ASM000042,0,HUB002,Shelter,23795,2097.1469120597576,21697.853087940242,Baseline
ASM000043,0,HUB002,Shelter,14210,1145.4177589107421,13064.582241089258,Baseline
ASM000044,0,HUB002,Shelter,14758,1128.914806936793,13629.085193063207,Baseline
ASM000045,0,HUB002,Shelter,43051,3118.7433593189003,39932.2566406811,Baseline
ASM000081,0,HUB002,Shelter,10364,634.7806307960233,9729.219369203976,Baseline
ASM000082,0,HUB002,Shelter,9442,556.7960558063234,8885.203944193676,Baseline
ASM000083,0,HUB002,Shelter,20212,1151.5096172139413,19060.490382786058,Baseline
ASM000084,0,HUB002,Shelter,21316,1126.302628966994,20189.697371033006,Baseline
ASM000085,0,HUB002,Shelter,9464,461.80183655497945,9002.19816344502,Baseline
ASM000006,3,HUB002,Food,398642,2235.218401552867,396406.7815984471,Baseline
ASM000007,3,HUB002,Food,507941,2638.4270203673036,505302.5729796327,Baseline
ASM000008,3,HUB002,Food,389769,1834.713423687475,387934.2865763125,Baseline
ASM000009,3,HUB002,Food,388501,1697.1310567159758,386803.86894328403,Baseline
ASM000010,3,HUB002,Food,389442,1579.202696149116,387862.7973038509,Baseline
ASM000046,3,HUB002,Food,428882,1614.0740701235998,427267.9259298764,Baseline
ASM000047,3,HUB002,Food,417415,1446.515281976091,415968.4847180239,Baseline
ASM000048,3,HUB002,Food,496104,1586.698905163709,494517.30109483626,Baseline
ASM000049,3,HUB002,Food,346899,1007.8599028877157,345891.1400971123,Baseline
ASM000050,3,HUB002,Food,422949,1150.1012982316731,421798.8987017683,Baseline
ASM000086,3,HUB002,Food,247897,621.4484059478365,247275.55159405217,Baseline
ASM000087,3,HUB002,Food,191089,457.1103730633254,190631.88962693667,Baseline
ASM000088,3,HUB002,Food,281917,650.5882147447,281266.4117852553,Baseline
ASM000089,3,HUB002,Food,243069,531.7379707207075,242537.26202927929,Baseline
ASM000090,3,HUB002,Food,265244,554.2054518473658,264689.79454815265,Baseline
ASM000006,3,HUB002,Water,589709,7418.18417215836,582290.8158278416,Baseline
ASM000007,3,HUB002,Water,661930,7705.247957646431,654224.7520423536,Baseline
ASM000008,3,HUB002,Water,529443,5646.736601545819,523796.2633984542,Baseline
ASM000009,3,HUB002,Water,547037,5443.45432914978,541593.5456708502,Baseline
ASM000010,3,HUB002,Water,545406,5051.491812941445,540354.5081870585,Baseline
ASM000046,3,HUB002,Water,671370,5788.950486356624,665581.0495136434,Baseline
ASM000047,3,HUB002,Water,655863,5174.73534141187,650688.2646585881,Baseline
ASM000048,3,HUB002,Water,692776,5012.2809480308015,687763.7190519692,Baseline
ASM000049,3,HUB002,Water,490805,3239.671454971404,487565.3285450286,Baseline
ASM000050,3,HUB002,Water,732597,4535.309308746404,728061.6906912536,Baseline
ASM000086,3,HUB002,Water,385693,2166.3433633625914,383526.6566366374,Baseline
ASM000087,3,HUB002,Water,237363,1268.133382354485,236094.86661764552,Baseline
ASM000088,3,HUB002,Water,370275,1918.8021676004767,368356.1978323995,Baseline
ASM000089,3,HUB002,Water,408672,2018.538607391646,406653.46139260835,Baseline
ASM000090,3,HUB002,Water,382668,1792.3419240564142,380875.6580759436,Baseline
ASM000006,3,HUB002,Medical,4839,35.188544044545026,4803.811455955455,Baseline
ASM000007,3,HUB002,Medical,2452,16.16829545436602,2435.831704545634,Baseline
ASM000008,3,HUB002,Medical,4206,26.423873799201736,4179.576126200798,Baseline
ASM000009,3,HUB002,Medical,4837,27.925656031843328,4809.074343968156,Baseline
ASM000010,3,HUB002,Medical,4144,21.695196755823854,4122.304803244177,Baseline
ASM000046,3,HUB002,Medical,4820,23.219619600687885,4796.780380399312,Baseline
ASM000047,3,HUB002,Medical,5607,24.502590266662835,5582.497409733337,Baseline
ASM000048,3,HUB002,Medical,2693,10.497136154699355,2682.5028638453005,Baseline
ASM000049,3,HUB002,Medical,3086,11.404919352309175,3074.595080647691,Baseline
ASM000050,3,HUB002,Medical,3199,11.119627034330072,3187.8803729656697,Baseline
ASM000086,3,HUB002,Medical,2274,7.417195224893116,2266.582804775107,Baseline
ASM000087,3,HUB002,Medical,1528,4.765587350306804,1523.2344126496932,Baseline
ASM000088,3,HUB002,Medical,2240,6.780538781835485,2233.2194612181647,Baseline
ASM000089,3,HUB002,Medical,2733,7.915840996888338,2725.084159003112,Baseline
ASM000090,3,HUB002,Medical,3247,8.909398747608057,3238.090601252392,Baseline
ASM000006,3,HUB002,Shelter,16202,864.3294554006518,15337.670544599348,Baseline
ASM000007,3,HUB002,Shelter,29681,1479.1828745637688,28201.81712543623,Baseline
ASM000008,3,HUB002,Shelter,8397,368.0178880113919,8028.982111988608,Baseline
ASM000009,3,HUB002,Shelter,18704,791.78426692213,17912.215733077872,Baseline
ASM000010,3,HUB002,Shelter,19829,775.6306938519607,19053.36930614804,Baseline
ASM000046,3,HUB002,Shelter,25083,902.115657511163,24180.884342488836,Baseline
ASM000047,3,HUB002,Shelter,19766,638.4548861613952,19127.545113838605,Baseline
ASM000048,3,HUB002,Shelter,18293,543.432728253901,17749.5672717461,Baseline
ASM000049,3,HUB002,Shelter,7187,197.63974882964698,6989.360251170353,Baseline
ASM000050,3,HUB002,Shelter,31537,841.9359785313767,30695.064021468625,Baseline
ASM000086,3,HUB002,Shelter,13515,314.5841870432311,13200.41581295677,Baseline
ASM000087,3,HUB002,Shelter,4380,96.35461515881062,4283.645384841189,Baseline
ASM000088,3,HUB002,Shelter,8440,182.36612191715332,8257.633878082846,Baseline
ASM000089,3,HUB002,Shelter,14995,312.89400257610345,14682.105997423896,Baseline
ASM000090,3,HUB002,Shelter,10164,199.16889279488564,9964.831107205115,Baseline
ASM000011,6,HUB002,Food,360149,596.4538797826949,359552.5461202173,Baseline
ASM000012,6,HUB002,Food,419659,656.4897121695656,419002.51028783043,Baseline
ASM000013,6,HUB002,Food,366644,536.5144582070672,366107.48554179294,Baseline
ASM000014,6,HUB002,Food,373731,516.0275545666519,373214.9724454333,Baseline
ASM000015,6,HUB002,Food,360861,469.60030135155176,360391.3996986484,Baseline
ASM000051,6,HUB002,Food,548060,673.6012308403162,547386.3987691597,Baseline
ASM000052,6,HUB002,Food,558555,628.5990734292343,557926.4009265708,Baseline
ASM000053,6,HUB002,Food,518330,533.1880991725593,517796.81190082745,Baseline
ASM000054,6,HUB002,Food,591303,559.7341871011383,590743.2658128989,Baseline
ASM000055,6,HUB002,Food,577744,497.1327122851452,577246.8672877148,Baseline
ASM000091,6,HUB002,Food,405158,317.63053956528256,404840.3694604347,Baseline
ASM000092,6,HUB002,Food,430977,316.8051575291839,430660.1948424708,Baseline
ASM000093,6,HUB002,Food,348353,239.0857834296661,348113.9142165703,Baseline
ASM000094,6,HUB002,Food,349899,227.27280401594356,349671.72719598404,Baseline
ASM000095,6,HUB002,Food,288601,177.3633888406213,288423.63661115937,Baseline
ASM000011,6,HUB002,Water,501784,2032.583077449995,499751.41692255,Baseline
ASM000012,6,HUB002,Water,549926,2099.025729928284,547826.9742700717,Baseline
ASM000013,6,HUB002,Water,456415,1631.9083826204856,454783.0916173795,Baseline
ASM000014,6,HUB002,Water,542132,1836.6288832599391,540295.37111674,Baseline
ASM000015,6,HUB002,Water,554733,1762.1308219053194,552970.8691780947,Baseline
ASM000051,6,HUB002,Water,763394,2270.2246235928287,761123.7753764072,Baseline
ASM000052,6,HUB002,Water,737890,2001.699358029481,735888.3006419705,Baseline
ASM000053,6,HUB002,Water,691574,1716.8304611234012,689857.1695388766,Baseline
ASM000054,6,HUB002,Water,817921,1868.9707339473423,816052.0292660526,Baseline
ASM000055,6,HUB002,Water,734012,1519.4456160731106,732492.5543839269,Baseline
ASM000091,6,HUB002,Water,510549,967.6372750506667,509581.3627249493,Baseline
ASM000092,6,HUB002,Water,544279,970.9879654330788,543308.012034567,Baseline
ASM000093,6,HUB002,Water,448070,749.3099826744464,447320.69001732557,Baseline
ASM000094,6,HUB002,Water,470496,746.262845982174,469749.73715401784,Baseline
ASM000095,6,HUB002,Water,370908,556.4672304376131,370351.5327695624,Baseline
ASM000011,6,HUB002,Medical,3306,7.633480334055558,3298.3665196659445,Baseline
ASM000012,6,HUB002,Medical,3321,7.229694506426183,3313.7703054935737,Baseline
ASM000013,6,HUB002,Medical,3555,7.294617010867232,3547.705382989133,Baseline
ASM000014,6,HUB002,Medical,3985,7.67422294640607,3977.325777053594,Baseline
ASM000015,6,HUB002,Medical,2278,4.084586558430796,2273.9154134415694,Baseline
ASM000051,6,HUB002,Medical,5372,9.252833322615283,5362.7471666773845,Baseline
ASM000052,6,HUB002,Medical,4408,6.88705376310414,4401.112946236896,Baseline
ASM000053,6,HUB002,Medical,6758,9.75377397456737,6748.246226025432,Baseline
ASM000054,6,HUB002,Medical,4672,5.954976474723642,4666.0450235252765,Baseline
ASM000055,6,HUB002,Medical,7474,8.756713266991625,7465.243286733008,Baseline
ASM000091,6,HUB002,Medical,4543,4.634693316827994,4538.365306683172,Baseline
ASM000092,6,HUB002,Medical,2006,1.8857008181259487,2004.114299181874,Baseline
ASM000093,6,HUB002,Medical,2404,2.1814345870527734,2401.818565412947,Baseline
ASM000094,6,HUB002,Medical,2391,2.079435108694689,2388.9205648913053,Baseline
ASM000095,6,HUB002,Medical,1350,1.1255362653211698,1348.8744637346788,Baseline
ASM000011,6,HUB002,Shelter,17174,243.2244264181929,16930.775573581806,Baseline
ASM000012,6,HUB002,Shelter,18501,248.23777185806492,18252.762228141935,Baseline
ASM000013,6,HUB002,Shelter,16098,203.75801427597497,15894.241985724026,Baseline
ASM000014,6,HUB002,Shelter,19859,238.9708488444906,19620.029151155508,Baseline
ASM000015,6,HUB002,Shelter,23844,269.47470617618615,23574.525293823815,Baseline
ASM000051,6,HUB002,Shelter,34213,358.42755726762147,33854.57244273238,Baseline
ASM000052,6,HUB002,Shelter,34821,326.57698256419263,34494.42301743581,Baseline
ASM000053,6,HUB002,Shelter,18060,151.31848833499254,17908.681511665007,Baseline
ASM000054,6,HUB002,Shelter,33005,261.24343625258615,32743.756563747414,Baseline
ASM000055,6,HUB002,Shelter,19736,140.42673108331954,19595.57326891668,Baseline
ASM000091,6,HUB002,Shelter,11750,78.55141288364578,11671.448587116354,Baseline
ASM000092,6,HUB002,Shelter,20948,135.0030981754097,20812.99690182459,Baseline
ASM000093,6,HUB002,Shelter,16031,96.6870451835035,15934.312954816496,Baseline
ASM000094,6,HUB002,Shelter,25351,145.39225086644953,25205.60774913355,Baseline
ASM000095,6,HUB002,Shelter,17159,90.76992499612355,17068.230075003878,Baseline
ASM000016,12,HUB002,Food,449232,246.31660425606356,448985.68339574395,Baseline
ASM000017,12,HUB002,Food,576267,295.5756888391612,575971.4243111608,Baseline
ASM000018,12,HUB002,Food,485154,228.23839806796047,484925.76160193206,Baseline
ASM000019,12,HUB002,Food,459345,201.0329189472135,459143.9670810528,Baseline
ASM000020,12,HUB002,Food,414754,169.53743069712831,414584.4625693029,Baseline
ASM000056,12,HUB002,Food,549946,211.4028582710932,549734.5971417289,Baseline
ASM000057,12,HUB002,Food,509487,180.37447862297162,509306.625521377,Baseline
ASM000058,12,HUB002,Food,525468,172.41382918821506,525295.5861708118,Baseline
ASM000059,12,HUB002,Food,457163,138.67667189327778,457024.3233281067,Baseline
ASM000060,12,HUB002,Food,565200,160.18692849526732,565039.8130715047,Baseline
ASM000096,12,HUB002,Food,371643,96.77591631900762,371546.224083681,Baseline
ASM000097,12,HUB002,Food,379541,93.55501637995907,379447.44498362,Baseline
ASM000098,12,HUB002,Food,361591,84.26982370082438,361506.73017629917,Baseline
ASM000099,12,HUB002,Food,433406,95.75877252895127,433310.24122747104,Baseline
ASM000100,12,HUB002,Food,421565,87.342289030714,421477.6577109693,Baseline
ASM000016,12,HUB002,Water,721038,932.402033750734,720105.5979662492,Baseline
ASM000017,12,HUB002,Water,787022,941.735639381157,786080.2643606189,Baseline
ASM000018,12,HUB002,Water,682631,750.2504162400392,681880.7495837599,Baseline
ASM000019,12,HUB002,Water,650969,664.8755229483114,650304.1244770517,Baseline
ASM000020,12,HUB002,Water,606025,577.2447426252263,605447.7552573747,Baseline
ASM000056,12,HUB002,Water,772775,689.8806730177799,772085.1193269822,Baseline
ASM000057,12,HUB002,Water,746573,613.1522809450823,745959.8477190549,Baseline
ASM000058,12,HUB002,Water,767252,581.4177674078408,766670.5822325922,Baseline
ASM000059,12,HUB002,Water,692583,483.1335191823881,692099.8664808177,Baseline
ASM000060,12,HUB002,Water,705988,457.16245778998274,705530.83754221,Baseline
ASM000096,12,HUB002,Water,475330,285.2964786180867,475044.7035213819,Baseline
ASM000097,12,HUB002,Water,499373,284.97345251585904,499088.02654748416,Baseline
ASM000098,12,HUB002,Water,457725,247.69848064203498,457477.30151935795,Baseline
ASM000099,12,HUB002,Water,482659,248.81081333195095,482410.189186668,Baseline
ASM000100,12,HUB002,Water,608504,298.00504609822207,608205.9949539017,Baseline
ASM000016,12,HUB002,Medical,5413,3.58672221607853,5409.413277783921,Baseline
ASM000017,12,HUB002,Medical,3316,2.029842805046742,3313.970157194953,Baseline
ASM000018,12,HUB002,Medical,6575,3.8369697699054726,6571.163030230095,Baseline
ASM000019,12,HUB002,Medical,4479,2.371948822074962,4476.628051177925,Baseline
ASM000020,12,HUB002,Medical,4879,2.4209116871354723,4876.579088312865,Baseline
ASM000056,12,HUB002,Medical,2804,1.295784881106548,2802.7042151188934,Baseline
ASM000057,12,HUB002,Medical,5865,2.6033813714913117,5862.396618628509,Baseline
ASM000058,12,HUB002,Medical,5301,2.1588129655087407,5298.841187034492,Baseline
ASM000059,12,HUB002,Medical,5305,1.9992684876527094,5303.000731512348,Baseline
ASM000060,12,HUB002,Medical,4592,1.6013627114583449,4590.398637288542,Baseline
ASM000096,12,HUB002,Medical,4067,1.326624904073122,4065.673375095927,Baseline
ASM000097,12,HUB002,Medical,5512,1.6950647492320723,5510.304935250768,Baseline
ASM000098,12,HUB002,Medical,3022,0.8572435842022901,3021.1427564157975,Baseline
ASM000099,12,HUB002,Medical,5349,1.452806929567389,5347.5471930704325,Baseline
ASM000100,12,HUB002,Medical,4578,1.1498004487100117,4576.85019955129,Baseline
ASM000016,12,HUB002,Shelter,26549,104.64366432945538,26444.356335670545,Baseline
ASM000017,12,HUB002,Shelter,46095,170.0683368564136,45924.93166314359,Baseline
ASM000018,12,HUB002,Shelter,33661,110.40625621375348,33550.593743786245,Baseline
ASM000019,12,HUB002,Shelter,34052,102.63465433889249,33949.36534566111,Baseline
ASM000020,12,HUB002,Shelter,17761,49.14261820364691,17711.85738179635,Baseline
ASM000056,12,HUB002,Shelter,33400,88.46104577516371,33311.53895422484,Baseline
ASM000057,12,HUB002,Shelter,37467,91.25070170850326,37375.7492982915,Baseline
ASM000058,12,HUB002,Shelter,34185,75.74500297672522,34109.25499702327,Baseline
ASM000059,12,HUB002,Shelter,29451,59.883388609653,29391.116611390345,Baseline
ASM000060,12,HUB002,Shelter,23748,44.86250722228699,23703.137492777714,Baseline
ASM000096,12,HUB002,Shelter,16591,29.549653528563315,16561.450346471436,Baseline
ASM000097,12,HUB002,Shelter,15153,25.91013575752686,15127.089864242473,Baseline
ASM000098,12,HUB002,Shelter,14462,23.82618132189136,14438.17381867811,Baseline
ASM000099,12,HUB002,Shelter,27751,44.127486181948456,27706.872513818053,Baseline
ASM000100,12,HUB002,Shelter,24908,36.959760962275766,24871.040239037724,Baseline
ASM000021,24,HUB002,Food,875487,117.15924155320344,875369.8407584468,Baseline
ASM000022,24,HUB002,Food,733131,89.62361085991193,733041.37638914,Baseline
ASM000023,24,HUB002,Food,815595,92.48350795984805,815502.5164920401,Baseline
ASM000024,24,HUB002,Food,714027,74.4427086099967,713952.55729139,Baseline
ASM000025,24,HUB002,Food,749532,72.63222124856314,749459.3677787514,Baseline
ASM000061,24,HUB002,Food,746126,66.94851385607052,746059.051486144,Baseline
ASM000062,24,HUB002,Food,827479,68.77540460629022,827410.2245953938,Baseline
ASM000063,24,HUB002,Food,676541,51.63369269891666,676489.3663073011,Baseline
ASM000064,24,HUB002,Food,702713,50.046713836319405,702662.9532861636,Baseline
ASM000065,24,HUB002,Food,746032,49.44342925815881,745982.5565707418,Baseline
ASM000101,24,HUB002,Food,440278,27.02899346519625,440250.9710065348,Baseline
ASM000102,24,HUB002,Food,494492,29.036854142408444,494462.9631458576,Baseline
ASM000103,24,HUB002,Food,591000,33.008562015388456,590966.9914379846,Baseline
ASM000104,24,HUB002,Food,452317,23.787878514536086,452293.21212148544,Baseline
ASM000105,24,HUB002,Food,557829,28.02598952788114,557800.9740104721,Baseline
ASM000021,24,HUB002,Water,1139165,307.47771034309517,1138857.5222896568,Baseline
ASM000022,24,HUB002,Water,1137528,285.7303118241954,1137242.2696881758,Baseline
ASM000023,24,HUB002,Water,1199295,280.3715805163142,1199014.6284194838,Baseline
ASM000024,24,HUB002,Water,1142101,247.4953209656901,1141853.5046790342,Baseline
ASM000025,24,HUB002,Water,1226079,247.20922838407225,1225831.790771616,Baseline
ASM000061,24,HUB002,Water,1535032,286.38686571149975,1534745.6131342885,Baseline
ASM000062,24,HUB002,Water,1221165,206.52634969345067,1220958.4736503065,Baseline
ASM000063,24,HUB002,Water,1016499,159.12484079399547,1016339.875159206,Baseline
ASM000064,24,HUB002,Water,1144217,168.02726669692254,1144048.972733303,Baseline
ASM000065,24,HUB002,Water,1609986,219.94649357154753,1609766.0535064284,Baseline
ASM000101,24,HUB002,Water,782375,96.40119686323116,782278.5988031367,Baseline
ASM000102,24,HUB002,Water,730755,85.74965649771178,730669.2503435023,Baseline
ASM000103,24,HUB002,Water,878251,98.47000057770693,878152.5299994223,Baseline
ASM000104,24,HUB002,Water,743190,78.86908268687455,743111.1309173132,Baseline
ASM000105,24,HUB002,Water,910955,92.29626474514332,910862.7037352548,Baseline
ASM000021,24,HUB002,Medical,8059,1.1342639466141777,8057.865736053386,Baseline
ASM000022,24,HUB002,Medical,6857,0.8995267759948099,6856.100473224005,Baseline
ASM000023,24,HUB002,Medical,6767,0.8364090518299472,6766.16359094817,Baseline
ASM000024,24,HUB002,Medical,6334,0.738231819073873,6333.261768180926,Baseline
ASM000025,24,HUB002,Medical,11298,1.2464826402471145,11296.753517359753,Baseline
ASM000061,24,HUB002,Medical,13317,1.3293095987579806,13315.670690401243,Baseline
ASM000062,24,HUB002,Medical,13373,1.1850495306233972,13371.814950469377,Baseline
ASM000063,24,HUB002,Medical,4802,0.37756065963885793,4801.622439340361,Baseline
ASM000064,24,HUB002,Medical,10606,0.8001491209948378,10605.199850879006,Baseline
ASM000065,24,HUB002,Medical,11511,0.7907850445887756,11510.209214955412,Baseline
ASM000101,24,HUB002,Medical,4023,0.24955587514048339,4022.7504441248593,Baseline
ASM000102,24,HUB002,Medical,5913,0.3543581189092416,5912.64564188109,Baseline
ASM000103,24,HUB002,Medical,4542,0.2586287027698888,4541.74137129723,Baseline
ASM000104,24,HUB002,Medical,6547,0.35852340693828005,6546.641476593061,Baseline
ASM000105,24,HUB002,Medical,4682,0.24224343342904697,4681.757756566571,Baseline
ASM000021,24,HUB002,Shelter,66034,47.06636982277162,65986.93363017723,Baseline
ASM000022,24,HUB002,Shelter,69076,45.23363390331043,69030.7663660967,Baseline
ASM000023,24,HUB002,Shelter,47214,28.289356495814236,47185.710643504186,Baseline
ASM000024,24,HUB002,Shelter,58379,32.94674302971227,58346.053256970285,Baseline
ASM000025,24,HUB002,Shelter,72492,37.97235705113426,72454.02764294886,Baseline
ASM000061,24,HUB002,Shelter,44080,21.029896300594547,44058.97010369941,Baseline
ASM000062,24,HUB002,Shelter,86828,39.17721648065712,86788.82278351934,Baseline
ASM000063,24,HUB002,Shelter,51549,20.773858022417507,51528.22614197758,Baseline
ASM000064,24,HUB002,Shelter,71358,26.932482215757943,71331.06751778423,Baseline
ASM000065,24,HUB002,Shelter,80914,27.85738709467657,80886.14261290533,Baseline
ASM000101,24,HUB002,Shelter,28408,8.806534851336773,28399.193465148663,Baseline
ASM000102,24,HUB002,Shelter,40151,12.011749792781941,40138.98825020722,Baseline
ASM000103,24,HUB002,Shelter,46455,13.210986886799905,46441.7890131132,Baseline
ASM000104,24,HUB002,Shelter,19016,5.098659265754216,19010.901340734246,Baseline
ASM000105,24,HUB002,Shelter,30642,8.023612813202913,30633.976387186798,Baseline
ASM000026,36,HUB002,Food,524245,24.35481401515312,524220.64518598485,Baseline
ASM000027,36,HUB002,Food,637957,28.135443940221393,637928.8645560598,Baseline
ASM000028,36,HUB002,Food,550959,22.800007067679097,550936.1999929323,Baseline
ASM000029,36,HUB002,Food,636667,24.94346533904829,636642.056534661,Baseline
ASM000030,36,HUB002,Food,592016,21.766517271408286,591994.2334827286,Baseline
ASM000066,36,HUB002,Food,906807,31.432179592893387,906775.5678204071,Baseline
ASM000067,36,HUB002,Food,924857,29.247450439456085,924827.7525495605,Baseline
ASM000068,36,HUB002,Food,955549,27.5162167863988,955521.4837832137,Baseline
ASM000069,36,HUB002,Food,871921,22.788606310674158,871898.2113936893,Baseline
ASM000070,36,HUB002,Food,871581,20.859537350270852,871560.1404626498,Baseline
ASM000106,36,HUB002,Food,453567,9.940546134588978,453557.0594538654,Baseline
ASM000107,36,HUB002,Food,694779,14.559351075784491,694764.4406489242,Baseline
ASM000108,36,HUB002,Food,605250,11.831327490731907,605238.1686725093,Baseline
ASM000109,36,HUB002,Food,611260,11.249650128500061,611248.7503498715,Baseline
ASM000110,36,HUB002,Food,506453,8.769976883499057,506444.2300231165,Baseline
ASM000026,36,HUB002,Water,774929,80.59144804169014,774848.4085519583,Baseline
ASM000027,36,HUB002,Water,968972,95.60210555760032,968876.3978944424,Baseline
ASM000028,36,HUB002,Water,853296,78.78882051332505,853217.2111794867,Baseline
ASM000029,36,HUB002,Water,894150,77.89742011576517,894072.1025798842,Baseline
ASM000030,36,HUB002,Water,949595,77.8309385262768,949517.1690614737,Baseline
ASM000066,36,HUB002,Water,1172171,90.03437216801186,1172080.9656278319,Baseline
ASM000067,36,HUB002,Water,1316248,93.25585644069068,1316154.7441435594,Baseline
ASM000068,36,HUB002,Water,1361120,88.03225194125999,1361031.9677480587,Baseline
ASM000069,36,HUB002,Water,1420687,83.60558810407296,1420603.394411896,Baseline
ASM000070,36,HUB002,Water,1401072,74.69691071251327,1400997.3030892876,Baseline
ASM000106,36,HUB002,Water,573536,27.741515349406637,573508.2584846506,Baseline
ASM000107,36,HUB002,Water,924748,43.031123552108646,924704.9688764479,Baseline
ASM000108,36,HUB002,Water,862766,37.68924362562822,862728.3107563744,Baseline
ASM000109,36,HUB002,Water,814337,33.541904308417976,814303.4580956916,Baseline
ASM000110,36,HUB002,Water,818384,31.89142920527122,818352.1085707947,Baseline
ASM000026,36,HUB002,Medical,4541,0.1841247812211623,4540.815875218779,Baseline
ASM000027,36,HUB002,Medical,10307,0.40486795580219925,10306.595132044198,Baseline
ASM000028,36,HUB002,Medical,3241,0.1182848314233446,3240.8817151685766,Baseline
ASM000029,36,HUB002,Medical,10960,0.39108455775068296,10959.60891544225,Baseline
ASM000030,36,HUB002,Medical,6601,0.21778824273989106,6600.7822117572605,Baseline
ASM000066,36,HUB002,Medical,18005,0.567074395446052,18004.432925604553,Baseline
ASM000067,36,HUB002,Medical,11471,0.316546133696299,11470.683453866304,Baseline
ASM000068,36,HUB002,Medical,18554,0.47161109881192237,18553.528388901188,Baseline
ASM000069,36,HUB002,Medical,10768,0.2387782448830074,10767.761221755118,Baseline
