Inventory_ID,Hub_ID,Event_ID,Food_Available_packets,Water_Available_Liters,Medical_Kits_Available,Shelter_Capacity_Available,Vehicles_Available,Vehicle_Capacity,Rescue_Personnel_Available,Distribution_Personnel_Available,Medical_Personnel_Available,Hours_Since_Disaster
INV00011,HUB001,EVT002,284483,1045021,3517,130357,16,720,823,781,156,72
INV00012,HUB002,EVT002,198434,728929,2453,90927,13,662,574,545,109,0
INV00012,HUB002,EVT002,198434,728929,2453,90927,13,662,574,545,109,3
INV00012,HUB002,EVT002,198434,728929,2453,90927,13,662,574,545,109,6
INV00012,HUB002,EVT002,198434,728929,2453,90927,13,662,574,545,109,12
INV00012,HUB002,EVT002,198434,728929,2453,90927,13,662,574,545,109,24
INV00012,HUB002,EVT002,198434,728929,2453,90927,13,662,574,545,109,36
INV00012,HUB002,EVT002,198434,728929,2453,90927,13,662,574,545,109,48
INV00012,HUB002,EVT002,198434,728929,2453,90927,13,662,574,545,109,72
INV00013,HUB003,EVT002,198732,730023,2457,91064,11,788,575,546,109,0
INV00013,HUB003,EVT002,198732,730023,2457,91064,11,788,575,546,109,3
INV00013,HUB003,EVT002,198732,730023,2457,91064,11,788,575,546,109,6
INV00013,HUB003,EVT002,198732,730023,2457,91064,11,788,575,546,109,12
INV00013,HUB003,EVT002,198732,730023,2457,91064,11,788,575,546,109,24
INV00013,HUB003,EVT002,198732,730023,2457,91064,11,788,575,546,109,36
INV00013,HUB003,EVT002,198732,730023,2457,91064,11,788,575,546,109,48
INV00013,HUB003,EVT002,198732,730023,2457,91064,11,788,575,546,109,72
INV00014,HUB004,EVT002,147001,539992,1817,67359,13,758,425,404,80,0
INV00014,HUB004,EVT002,147001,539992,1817,67359,13,758,425,404,80,3
INV00014,HUB004,EVT002,147001,539992,1817,67359,13,758,425,404,80,6
INV00014,HUB004,EVT002,147001,539992,1817,67359,13,758,425,404,80,12
INV00014,HUB004,EVT002,147001,539992,1817,67359,13,758,425,404,80,24
INV00014,HUB004,EVT002,147001,539992,1817,67359,13,758,425,404,80,36
INV00014,HUB004,EVT002,147001,539992,1817,67359,13,758,425,404,80,48
INV00014,HUB004,EVT002,147001,539992,1817,67359,13,758,425,404,80,72
INV00015,HUB005,EVT002,78839,289605,975,36126,11,635,228,217,43,0
INV00015,HUB005,EVT002,78839,289605,975,36126,11,635,228,217,43,3
INV00015,HUB005,EVT002,78839,289605,975,36126,11,635,228,217,43,6
INV00015,HUB005,EVT002,78839,289605,975,36126,11,635,228,217,43,12
INV00015,HUB005,EVT002,78839,289605,975,36126,11,635,228,217,43,24
INV00015,HUB005,EVT002,78839,289605,975,36126,11,635,228,217,43,36
INV00015,HUB005,EVT002,78839,289605,975,36126,11,635,228,217,43,48
INV00015,HUB005,EVT002,78839,289605,975,36126,11,635,228,217,43,72
INV00016,HUB006,EVT002,208625,766365,2579,95597,11,690,603,573,114,0
INV00016,HUB006,EVT002,208625,766365,2579,95597,11,690,603,573,114,3
INV00016,HUB006,EVT002,208625,766365,2579,95597,11,690,603,573,114,6
INV00016,HUB006,EVT002,208625,766365,2579,95597,11,690,603,573,114,12
INV00016,HUB006,EVT002,208625,766365,2579,95597,11,690,603,573,114,24
INV00016,HUB006,EVT002,208625,766365,2579,95597,11,690,603,573,114,36
INV00016,HUB006,EVT002,208625,766365,2579,95597,11,690,603,573,114,48
INV00016,HUB006,EVT002,208625,766365,2579,95597,11,690,603,573,114,72
INV00017,HUB007,EVT002,103930,381775,1285,47623,12,758,301,285,57,0
INV00017,HUB007,EVT002,103930,381775,1285,47623,12,758,301,285,57,3
INV00017,HUB007,EVT002,103930,381775,1285,47623,12,758,301,285,57,6
INV00017,HUB007,EVT002,103930,381775,1285,47623,12,758,301,285,57,12
INV00017,HUB007,EVT002,103930,381775,1285,47623,12,758,301,285,57,24
INV00017,HUB007,EVT002,103930,381775,1285,47623,12,758,301,285,57,36
INV00017,HUB007,EVT002,103930,381775,1285,47623,12,758,301,285,57,48
INV00017,HUB007,EVT002,103930,381775,1285,47623,12,758,301,285,57,72
INV00018,HUB008,EVT002,131431,482799,1625,60225,9,653,380,361,72,0
INV00018,HUB008,EVT002,131431,482799,1625,60225,9,653,380,361,72,3
INV00018,HUB008,EVT002,131431,482799,1625,60225,9,653,380,361,72,6
INV00018,HUB008,EVT002,131431,482799,1625,60225,9,653,380,361,72,12
INV00018,HUB008,EVT002,131431,482799,1625,60225,9,653,380,361,72,24
INV00018,HUB008,EVT002,131431,482799,1625,60225,9,653,380,361,72,36
INV00018,HUB008,EVT002,131431,482799,1625,60225,9,653,380,361,72,48
INV00018,HUB008,EVT002,131431,482799,1625,60225,9,653,380,361,72,72
INV00019,HUB009,EVT002,115083,422746,1423,52734,13,630,333,316,63,0
INV00019,HUB009,EVT002,115083,422746,1423,52734,13,630,333,316,63,3
INV00019,HUB009,EVT002,115083,422746,1423,52734,13,630,333,316,63,6
INV00019,HUB009,EVT002,115083,422746,1423,52734,13,630,333,316,63,12
INV00019,HUB009,EVT002,115083,422746,1423,52734,13,630,333,316,63,24
INV00019,HUB009,EVT002,115083,422746,1423,52734,13,630,333,316,63,36
INV00019,HUB009,EVT002,115083,422746,1423,52734,13,630,333,316,63,48
INV00019,HUB009,EVT002,115083,422746,1423,52734,13,630,333,316,63,72
INV00020,HUB010,EVT002,61324,225267,758,28100,11,664,177,168,34,0
INV00020,HUB010,EVT002,61324,225267,758,28100,11,664,177,168,34,3
INV00020,HUB010,EVT002,61324,225267,758,28100,11,664,177,168,34,6
INV00020,HUB010,EVT002,61324,225267,758,28100,11,664,177,168,34,12
INV00020,HUB010,EVT002,61324,225267,758,28100,11,664,177,168,34,24
INV00020,HUB010,EVT002,61324,225267,758,28100,11,664,177,168,34,36
INV00020,HUB010,EVT002,61324,225267,758,28100,11,664,177,168,34,48
INV00020,HUB010,EVT002,61324,225267,758,28100,11,664,177,168,34,72
INV00021,HUB001,EVT003,325341,1157524,4082,133101,13,752,828,861,249,0
INV00021,HUB001,EVT003,325341,1157524,4082,133101,13,752,828,861,249,3
INV00021,HUB001,EVT003,325341,1157524,4082,133101,13,752,828,861,249,6
INV00021,HUB001,EVT003,325341,1157524,4082,133101,13,752,828,861,249,12
INV00021,HUB001,EVT003,325341,1157524,4082,133101,13,752,828,861,249,24
INV00021,HUB001,EVT003,325341,1157524,4082,133101,13,752,828,861,249,36
INV00021,HUB001,EVT003,325341,1157524,4082,133101,13,752,828,861,249,48
INV00021,HUB001,EVT003,325341,1157524,4082,133101,13,752,828,861,249,72
INV00022,HUB002,EVT003,193698,689156,2431,79245,12,650,493,512,149,0
INV00022,HUB002,EVT003,193698,689156,2431,79245,12,650,493,512,149,3
INV00022,HUB002,EVT003,193698,689156,2431,79245,12,650,493,512,149,6
INV00022,HUB002,EVT003,193698,689156,2431,79245,12,650,493,512,149,12
INV00022,HUB002,EVT003,193698,689156,2431,79245,12,650,493,512,149,24
INV00022,HUB002,EVT003,193698,689156,2431,79245,12,650,493,512,149,36
INV00022,HUB002,EVT003,193698,689156,2431,79245,12,650,493,512,149,48
INV00022,HUB002,EVT003,193698,689156,2431,79245,12,650,493,512,149,72
INV00023,HUB003,EVT003,194515,692062,2441,79579,14,727,495,515,149,0
INV00023,HUB003,EVT003,194515,692062,2441,79579,14,727,495,515,149,3
INV00023,HUB003,EVT003,194515,692062,2441,79579,14,727,495,515,149,6
INV00023,HUB003,EVT003,194515,692062,2441,79579,14,727,495,515,149,12
INV00023,HUB003,EVT003,194515,692062,2441,79579,14,727,495,515,149,24
INV00023,HUB003,EVT003,194515,692062,2441,79579,14,727,495,515,149,36
INV00023,HUB003,EVT003,194515,692062,2441,79579,14,727,495,515,149,48
INV00023,HUB003,EVT003,194515,692062,2441,79579,14,727,495,515,149,72
INV00024,HUB004,EVT003,135997,483861,1707,55638,13,623,346,360,104,0
INV00024,HUB004,EVT003,135997,483861,1707,55638,13,623,346,360,104,3
INV00024,HUB004,EVT003,135997,483861,1707,55638,13,623,346,360,104,6
INV00024,HUB004,EVT003,135997,483861,1707,55638,13,623,346,360,104,12
INV00024,HUB004,EVT003,135997,483861,1707,55638,13,623,346,360,104,24
INV00024,HUB004,EVT003,135997,483861,1707,55638,13,623,346,360,104,36
INV00024,HUB004,EVT003,135997,483861,1707,55638,13,623,346,360,104,48
INV00024,HUB004,EVT003,135997,483861,1707,55638,13,623,346,360,104,72
INV00025,HUB005,EVT003,112954,401876,1417,46211,11,761,288,299,87,0
INV00025,HUB005,EVT003,112954,401876,1417,46211,11,761,288,299,87,3
INV00025,HUB005,EVT003,112954,401876,1417,46211,11,761,288,299,87,6
INV00025,HUB005,EVT003,112954,401876,1417,46211,11,761,288,299,87,12
INV00025,HUB005,EVT003,112954,401876,1417,46211,11,761,288,299,87,24
INV00025,HUB005,EVT003,112954,401876,1417,46211,11,761,288,299,87,36
INV00025,HUB005,EVT003,112954,401876,1417,46211,11,761,288,299,87,48
INV00025,HUB005,EVT003,112954,401876,1417,46211,11,761,288,299,87,72
INV00026,HUB006,EVT003,127292,452890,1597,52077,10,696,324,337,98,0
INV00026,HUB006,EVT003,127292,452890,1597,52077,10,696,324,337,98,3
INV00026,HUB006,EVT003,127292,452890,1597,52077,10,696,324,337,98,6
INV00026,HUB006,EVT003,127292,452890,1597,52077,10,696,324,337,98,12
INV00026,HUB006,EVT003,127292,452890,1597,52077,10,696,324,337,98,24
INV00026,HUB006,EVT003,127292,452890,1597,52077,10,696,324,337,98,36
INV00026,HUB006,EVT003,127292,452890,1597,52077,10,696,324,337,98,48
INV00026,HUB006,EVT003,127292,452890,1597,52077,10,696,324,337,98,72
INV00027,HUB007,EVT003,141095,501999,1771,57724,11,745,359,373,108,0
INV00027,HUB007,EVT003,141095,501999,1771,57724,11,745,359,373,108,3
INV00027,HUB007,EVT003,141095,501999,1771,57724,11,745,359,373,108,6
INV00027,HUB007,EVT003,141095,501999,1771,57724,11,745,359,373,108,12
INV00027,HUB007,EVT003,141095,501999,1771,57724,11,745,359,373,108,24
INV00027,HUB007,EVT003,141095,501999,1771,57724,11,745,359,373,108,36
INV00027,HUB007,EVT003,141095,501999,1771,57724,11,745,359,373,108,48
INV00027,HUB007,EVT003,141095,501999,1771,57724,11,745,359,373,108,72
INV00028,HUB008,EVT003,124591,443279,1563,50972,11,747,317,330,96,0
INV00028,HUB008,EVT003,124591,443279,1563,50972,11,747,317,330,96,3
INV00028,HUB008,EVT003,124591,443279,1563,50972,11,747,317,330,96,6
INV00028,HUB008,EVT003,124591,443279,1563,50972,11,747,317,330,96,12
INV00028,HUB008,EVT003,124591,443279,1563,50972,11,747,317,330,96,24
INV00028,HUB008,EVT003,124591,443279,1563,50972,11,747,317,330,96,36
INV00028,HUB008,EVT003,124591,443279,1563,50972,11,747,317,330,96,48
INV00028,HUB008,EVT003,124591,443279,1563,50972,11,747,317,330,96,72
INV00029,HUB009,EVT003,54443,193703,683,22274,10,657,139,144,42,0
INV00029,HUB009,EVT003,54443,193703,683,22274,10,657,139,144,42,3
INV00029,HUB009,EVT003,54443,193703,683,22274,10,657,139,144,42,6
INV00029,HUB009,EVT003,54443,193703,683,22274,10,657,139,144,42,12
INV00029,HUB009,EVT003,54443,193703,683,22274,10,657,139,144,42,24
INV00029,HUB009,EVT003,54443,193703,683,22274,10,657,139,144,42,36
INV00029,HUB009,EVT003,54443,193703,683,22274,10,657,139,144,42,48
INV00029,HUB009,EVT003,54443,193703,683,22274,10,657,139,144,42,72
INV00030,HUB010,EVT003,56878,202364,714,23269,9,647,145,150,44,0
INV00030,HUB010,EVT003,56878,202364,714,23269,9,647,145,150,44,3
INV00030,HUB010,EVT003,56878,202364,714,23269,9,647,145,150,44,6
INV00030,HUB010,EVT003,56878,202364,714,23269,9,647,145,150,44,12
INV00030,HUB010,EVT003,56878,202364,714,23269,9,647,145,150,44,24
INV00030,HUB010,EVT003,56878,202364,714,23269,9,647,145,150,44,36
INV00030,HUB010,EVT003,56878,202364,714,23269,9,647,145,150,44,48
INV00030,HUB010,EVT003,56878,202364,714,23269,9,647,145,150,44,72
INV00031,HUB001,EVT004,29342,95346,343,12228,9,722,79,76,22,0
INV00031,HUB001,EVT004,29342,95346,343,12228,9,722,79,76,22,3
INV00031,HUB001,EVT004,29342,95346,343,12228,9,722,79,76,22,6
INV00031,HUB001,EVT004,29342,95346,343,12228,9,722,79,76,22,12
INV00031,HUB001,EVT004,29342,95346,343,12228,9,722,79,76,22,24
INV00031,HUB001,EVT004,29342,95346,343,12228,9,722,79,76,22,36
INV00031,HUB001,EVT004,29342,95346,343,12228,9,722,79,76,22,48
INV00031,HUB001,EVT004,29342,95346,343,12228,9,722,79,76,22,72
INV00032,HUB002,EVT004,53140,172679,621,22145,8,689,143,138,39,0
INV00032,HUB002,EVT004,53140,172679,621,22145,8,689,143,138,39,3
INV00032,HUB002,EVT004,53140,172679,621,22145,8,689,143,138,39,6
INV00032,HUB002,EVT004,53140,172679,621,22145,8,689,143,138,39,12
INV00032,HUB002,EVT004,53140,172679,621,22145,8,689,143,138,39,24
INV00032,HUB002,EVT004,53140,172679,621,22145,8,689,143,138,39,36
INV00032,HUB002,EVT004,53140,172679,621,22145,8,689,143,138,39,48
INV00032,HUB002,EVT004,53140,172679,621,22145,8,689,143,138,39,72
INV00033,HUB003,EVT004,44605,144942,521,18588,9,686,120,116,33,0
INV00033,HUB003,EVT004,44605,144942,521,18588,9,686,120,116,33,3
INV00033,HUB003,EVT004,44605,144942,521,18588,9,686,120,116,33,6
INV00033,HUB003,EVT004,44605,144942,521,18588,9,686,120,116,33,12
INV00033,HUB003,EVT004,44605,144942,521,18588,9,686,120,116,33,24
INV00033,HUB003,EVT004,44605,144942,521,18588,9,686,120,116,33,36
INV00033,HUB003,EVT004,44605,144942,521,18588,9,686,120,116,33,48
INV00033,HUB003,EVT004,44605,144942,521,18588,9,686,120,116,33,72
INV00034,HUB004,EVT004,95902,311633,1120,39965,11,768,258,250,70,0
INV00034,HUB004,EVT004,95902,311633,1120,39965,11,768,258,250,70,3
INV00034,HUB004,EVT004,95902,311633,1120,39965,11,768,258,250,70,6
INV00034,HUB004,EVT004,95902,311633,1120,39965,11,768,258,250,70,12
INV00034,HUB004,EVT004,95902,311633,1120,39965,11,768,258,250,70,24
INV00034,HUB004,EVT004,95902,311633,1120,39965,11,768,258,250,70,36
INV00034,HUB004,EVT004,95902,311633,1120,39965,11,768,258,250,70,48
INV00034,HUB004,EVT004,95902,311633,1120,39965,11,768,258,250,70,72
INV00035,HUB005,EVT004,66552,216260,777,27734,11,629,179,173,49,0
INV00035,HUB005,EVT004,66552,216260,777,27734,11,629,179,173,49,3
INV00035,HUB005,EVT004,66552,216260,777,27734,11,629,179,173,49,6
INV00035,HUB005,EVT004,66552,216260,777,27734,11,629,179,173,49,12
INV00035,HUB005,EVT004,66552,216260,777,27734,11,629,179,173,49,24
INV00035,HUB005,EVT004,66552,216260,777,27734,11,629,179,173,49,36
INV00035,HUB005,EVT004,66552,216260,777,27734,11,629,179,173,49,48
INV00035,HUB005,EVT004,66552,216260,777,27734,11,629,179,173,49,72
INV00036,HUB006,EVT004,100069,325172,1169,41702,13,711,270,261,73,0
INV00036,HUB006,EVT004,100069,325172,1169,41702,13,711,270,261,73,3
INV00036,HUB006,EVT004,100069,325172,1169,41702,13,711,270,261,73,6
INV00036,HUB006,EVT004,100069,325172,1169,41702,13,711,270,261,73,12
INV00036,HUB006,EVT004,100069,325172,1169,41702,13,711,270,261,73,24
INV00036,HUB006,EVT004,100069,325172,1169,41702,13,711,270,261,73,36
INV00036,HUB006,EVT004,100069,325172,1169,41702,13,711,270,261,73,48
INV00036,HUB006,EVT004,100069,325172,1169,41702,13,711,270,261,73,72
INV00037,HUB007,EVT004,51141,166181,597,21312,8,752,138,133,37,0
INV00037,HUB007,EVT004,51141,166181,597,21312,8,752,138,133,37,3
INV00037,HUB007,EVT004,51141,166181,597,21312,8,752,138,133,37,6
INV00037,HUB007,EVT004,51141,166181,597,21312,8,752,138,133,37,12
INV00037,HUB007,EVT004,51141,166181,597,21312,8,752,138,133,37,24
INV00037,HUB007,EVT004,51141,166181,597,21312,8,752,138,133,37,36
INV00037,HUB007,EVT004,51141,166181,597,21312,8,752,138,133,37,48
INV00037,HUB007,EVT004,51141,166181,597,21312,8,752,138,133,37,72
INV00038,HUB008,EVT004,71596,232650,836,29836,12,649,193,186,52,0
INV00038,HUB008,EVT004,71596,232650,836,29836,12,649,193,186,52,3
INV00038,HUB008,EVT004,71596,232650,836,29836,12,649,193,186,52,6
INV00038,HUB008,EVT004,71596,232650,836,29836,12,649,193,186,52,12
INV00038,HUB008,EVT004,71596,232650,836,29836,12,649,193,186,52,24
INV00038,HUB008,EVT004,71596,232650,836,29836,12,649,193,186,52,36
INV00038,HUB008,EVT004,71596,232650,836,29836,12,649,193,186,52,48
INV00038,HUB008,EVT004,71596,232650,836,29836,12,649,193,186,52,72
INV00039,HUB009,EVT004,183096,594968,2139,76302,17,812,493,477,134,0
INV00039,HUB009,EVT004,183096,594968,2139,76302,17,812,493,477,134,3
INV00039,HUB009,EVT004,183096,594968,2139,76302,17,812,493,477,134,6
INV00039,HUB009,EVT004,183096,594968,2139,76302,17,812,493,477,134,12
INV00039,HUB009,EVT004,183096,594968,2139,76302,17,812,493,477,134,24
INV00039,HUB009,EVT004,183096,594968,2139,76302,17,812,493,477,134,36
INV00039,HUB009,EVT004,183096,594968,2139,76302,17,812,493,477,134,48
INV00039,HUB009,EVT004,183096,594968,2139,76302,17,812,493,477,134,72
INV00040,HUB010,EVT004,81033,263315,947,33769,12,674,218,211,59,0
INV00040,HUB010,EVT004,81033,263315,947,33769,12,674,218,211,59,3
INV00040,HUB010,EVT004,81033,263315,947,33769,12,674,218,211,59,6
INV00040,HUB010,EVT004,81033,263315,947,33769,12,674,218,211,59,12
INV00040,HUB010,EVT004,81033,263315,947,33769,12,674,218,211,59,24
INV00040,HUB010,EVT004,81033,263315,947,33769,12,674,218,211,59,36
INV00040,HUB010,EVT004,81033,263315,947,33769,12,674,218,211,59,48
INV00040,HUB010,EVT004,81033,263315,947,33769,12,674,218,211,59,72
INV00041,HUB001,EVT005,44391,150496,512,19651,11,739,132,121,32,0
INV00041,HUB001,EVT005,44391,150496,512,19651,11,739,132,121,32,3
INV00041,HUB001,EVT005,44391,150496,512,19651,11,739,132,121,32,6
INV00041,HUB001,EVT005,44391,150496,512,19651,11,739,132,121,32,12
INV00041,HUB001,EVT005,44391,150496,512,19651,11,739,132,121,32,24
INV00041,HUB001,EVT005,44391,150496,512,19651,11,739,132,121,32,36
INV00041,HUB001,EVT005,44391,150496,512,19651,11,739,132,121,32,48
INV00041,HUB001,EVT005,44391,150496,512,19651,11,739,132,121,32,72
INV00042,HUB002,EVT005,67557,229033,779,29906,10,697,202,185,48,0
INV00042,HUB002,EVT005,67557,229033,779,29906,10,697,202,185,48,3
INV00042,HUB002,EVT005,67557,229033,779,29906,10,697,202,185,48,6
INV00042,HUB002,EVT005,67557,229033,779,29906,10,697,202,185,48,12
INV00042,HUB002,EVT005,67557,229033,779,29906,10,697,202,185,48,24
INV00042,HUB002,EVT005,67557,229033,779,29906,10,697,202,185,48,36
INV00042,HUB002,EVT005,67557,229033,779,29906,10,697,202,185,48,48
INV00042,HUB002,EVT005,67557,229033,779,29906,10,697,202,185,48,72
INV00043,HUB003,EVT005,79815,270591,920,35333,13,686,238,218,57,0
INV00043,HUB003,EVT005,79815,270591,920,35333,13,686,238,218,57,3
INV00043,HUB003,EVT005,79815,270591,920,35333,13,686,238,218,57,6
INV00043,HUB003,EVT005,79815,270591,920,35333,13,686,238,218,57,12
INV00043,HUB003,EVT005,79815,270591,920,35333,13,686,238,218,57,24
INV00043,HUB003,EVT005,79815,270591,920,35333,13,686,238,218,57,36
INV00043,HUB003,EVT005,79815,270591,920,35333,13,686,238,218,57,48
INV00043,HUB003,EVT005,79815,270591,920,35333,13,686,238,218,57,72
INV00044,HUB004,EVT005,101960,345668,1176,45136,11,698,304,279,73,0
INV00044,HUB004,EVT005,101960,345668,1176,45136,11,698,304,279,73,3
INV00044,HUB004,EVT005,101960,345668,1176,45136,11,698,304,279,73,6
INV00044,HUB004,EVT005,101960,345668,1176,45136,11,698,304,279,73,12
INV00044,HUB004,EVT005,101960,345668,1176,45136,11,698,304,279,73,24
INV00044,HUB004,EVT005,101960,345668,1176,45136,11,698,304,279,73,36
INV00044,HUB004,EVT005,101960,345668,1176,45136,11,698,304,279,73,48
INV00044,HUB004,EVT005,101960,345668,1176,45136,11,698,304,279,73,72
INV00045,HUB005,EVT005,94414,320084,1089,41795,11,781,282,258,68,0
INV00045,HUB005,EVT005,94414,320084,1089,41795,11,781,282,258,68,3
INV00045,HUB005,EVT005,94414,320084,1089,41795,11,781,282,258,68,6
INV00045,HUB005,EVT005,94414,320084,1089,41795,11,781,282,258,68,12
