Event_ID,Hub_ID,Hours_Since_Disaster,Food_Opening_Inventory,Food_Demand,Food_Allocated,Food_Remaining,Water_Opening_Inventory,Water_Demand,Water_Allocated,Water_Remaining,Medical_Opening_Inventory,Medical_Demand,Medical_Allocated,Medical_Remaining,Shelter_Opening_Capacity,Shelter_Demand,Shelter_Allocated,Shelter_Remaining
EVT006,HUB001,36,0,22980210,0,0,0,31671325,0,0,0,91263,0,0,0,911718,0,0
EVT006,HUB001,48,0,20455068,0,0,0,31110785,0,0,0,90001,0,0,0,802776,0,0
EVT006,HUB001,72,0,21599767,0,0,0,28023353,0,0,0,81224,0,0,0,841778,0,0
EVT006,HUB002,0,230128,4544366,230128,0,790413,6463624,790413,0,2865,18225,2865,0,102829,182437,102829,0
EVT006,HUB002,3,0,5072886,0,0,0,7202100,0,0,0,20905,0,0,0,165090,0,0
EVT006,HUB002,6,0,5891305,0,0,0,7190650,0,0,0,23982,0,0,0,204737,0,0
EVT006,HUB002,12,0,5033432,0,0,0,8057244,0,0,0,22429,0,0,0,154235,0,0
EVT006,HUB002,24,0,8486174,0,0,0,13239531,0,0,0,32981,0,0,0,391376,0,0
EVT006,HUB002,36,0,7681990,0,0,0,10042126,0,0,0,30963,0,0,0,264258,0,0
EVT006,HUB002,48,0,7404893,0,0,0,12697364,0,0,0,35228,0,0,0,301823,0,0
EVT006,HUB002,72,0,8598521,0,0,0,12547177,0,0,0,33728,0,0,0,390085,0,0
EVT007,HUB008,0,98965,1735989,98965,0,346546,2271226,346546,0,1130,6274,1130,0,42693,39002,39002,3691
EVT007,HUB008,3,0,1565233,0,0,0,2324153,0,0,0,7107,0,0,3691,54267,3691,0
EVT007,HUB008,6,0,2425694,0,0,0,3186409,0,0,0,9640,0,0,0,75745,0,0
EVT007,HUB008,12,0,2375417,0,0,0,2617529,0,0,0,9444,0,0,0,94374,0,0
EVT007,HUB008,24,0,3193071,0,0,0,4345868,0,0,0,13247,0,0,0,172292,0,0
EVT007,HUB008,36,0,2369325,0,0,0,3973942,0,0,0,10262,0,0,0,95828,0,0
EVT007,HUB008,48,0,2771465,0,0,0,4967912,0,0,0,13086,0,0,0,121571,0,0
EVT007,HUB008,72,0,3389294,0,0,0,5250876,0,0,0,12264,0,0,0,113961,0,0
EVT007,HUB009,0,73680,5802213,73680,0,258005,7968551,258005,0,841,22378,841,0,31785,220805,31785,0
EVT007,HUB009,3,0,7312167,0,0,0,9355819,0,0,0,28542,0,0,0,270685,0,0
EVT007,HUB009,6,0,6705784,0,0,0,7523769,0,0,0,26371,0,0,0,190007,0,0
EVT007,HUB009,12,0,6742311,0,0,0,9161365,0,0,0,29445,0,0,0,296576,0,0
EVT007,HUB009,24,0,10538628,0,0,0,16996460,0,0,0,42470,0,0,0,388324,0,0
EVT007,HUB009,36,0,9404157,0,0,0,14709457,0,0,0,40748,0,0,0,474978,0,0
EVT007,HUB009,48,0,10089745,0,0,0,13586884,0,0,0,43784,0,0,0,436271,0,0
EVT007,HUB009,72,0,8198088,0,0,0,11315724,0,0,0,32559,0,0,0,318274,0,0
EVT007,HUB010,0,70146,2515148,70146,0,245629,3386654,245629,0,801,9922,801,0,30260,66996,30260,0
EVT007,HUB010,3,0,3243353,0,0,0,4542185,0,0,0,13661,0,0,0,138351,0,0
EVT007,HUB010,6,0,3345802,0,0,0,4816396,0,0,0,14082,0,0,0,106665,0,0
EVT007,HUB010,12,0,3278693,0,0,0,4048819,0,0,0,14653,0,0,0,133568,0,0
EVT007,HUB010,24,0,4249310,0,0,0,6535287,0,0,0,16463,0,0,0,154101,0,0
EVT007,HUB010,36,0,4011351,0,0,0,6501413,0,0,0,16229,0,0,0,120610,0,0
EVT007,HUB010,48,0,5005824,0,0,0,6668392,0,0,0,20221,0,0,0,168295,0,0
EVT007,HUB010,72,0,4507719,0,0,0,5677586,0,0,0,15831,0,0,0,162137,0,0
EVT008,HUB001,0,215619,19985139,215619,0,745858,30366070,745858,0,2618,89689,2618,0,94491,673099,94491,0
EVT008,HUB001,3,0,20810420,0,0,0,28275643,0,0,0,93399,0,0,0,732281,0,0
EVT008,HUB001,6,0,23626140,0,0,0,30933115,0,0,0,100759,0,0,0,918654,0,0
EVT008,HUB001,12,0,23907861,0,0,0,33050783,0,0,0,106915,0,0,0,993193,0,0
EVT008,HUB001,24,0,36406180,0,0,0,51594816,0,0,0,158639,0,0,0,1860275,0,0
EVT008,HUB001,36,0,34053734,0,0,0,51729499,0,0,0,141378,0,0,0,1549179,0,0
EVT008,HUB001,48,0,36600131,0,0,0,44637915,0,0,0,153526,0,0,0,1885440,0,0
EVT008,HUB001,72,0,32709535,0,0,0,44725710,0,0,0,129412,0,0,0,1256094,0,0
EVT009,HUB001,0,160038,12562460,160038,0,558083,17087633,558083,0,1920,49590,1920,0,70503,399737,70503,0
EVT009,HUB001,3,0,12028856,0,0,0,18708294,0,0,0,54357,0,0,0,433882,0,0
EVT009,HUB001,6,0,15161234,0,0,0,20208671,0,0,0,55145,0,0,0,513384,0,0
EVT009,HUB001,12,0,15700215,0,0,0,21148075,0,0,0,65452,0,0,0,494695,0,0
EVT009,HUB001,24,0,23296799,0,0,0,31229195,0,0,0,93534,0,0,0,854153,0,0
EVT009,HUB001,36,0,21945610,0,0,0,33689247,0,0,0,90743,0,0,0,883811,0,0
EVT009,HUB001,48,0,19783222,0,0,0,28710408,0,0,0,79293,0,0,0,822178,0,0
EVT009,HUB001,72,0,19444151,0,0,0,30068798,0,0,0,81048,0,0,0,726360,0,0
EVT010,HUB001,0,360713,23632858,360713,0,1237246,32316843,1237246,0,4521,98934,4521,0,149188,778987,149188,0
EVT010,HUB001,3,0,24570708,0,0,0,34184252,0,0,0,104393,0,0,0,858417,0,0
EVT010,HUB001,6,0,25323536,0,0,0,34533168,0,0,0,108459,0,0,0,993714,0,0
EVT010,HUB001,12,0,28478224,0,0,0,40640681,0,0,0,117839,0,0,0,1070929,0,0
EVT010,HUB001,24,0,41696574,0,0,0,55678987,0,0,0,173025,0,0,0,1670545,0,0
EVT010,HUB001,36,0,40699200,0,0,0,52868916,0,0,0,162112,0,0,0,1459644,0,0
EVT010,HUB001,48,0,34897342,0,0,0,58588136,0,0,0,157376,0,0,0,1314745,0,0
EVT010,HUB001,72,0,40170259,0,0,0,62269895,0,0,0,154124,0,0,0,1532078,0,0
EVT010,HUB002,0,465129,10994040,465129,0,1595394,14117243,1595394,0,5830,45506,5830,0,192374,343274,192374,0
EVT010,HUB002,3,0,13936623,0,0,0,15978401,0,0,0,52731,0,0,0,447506,0,0
EVT010,HUB002,6,0,12682435,0,0,0,17091107,0,0,0,54355,0,0,0,446809,0,0
EVT010,HUB002,12,0,14950956,0,0,0,19191052,0,0,0,68783,0,0,0,647327,0,0
EVT010,HUB002,24,0,20416747,0,0,0,34549096,0,0,0,86905,0,0,0,774795,0,0
EVT010,HUB002,36,0,19545641,0,0,0,26478444,0,0,0,79994,0,0,0,855863,0,0
EVT010,HUB002,48,0,17558014,0,0,0,26148930,0,0,0,77117,0,0,0,713430,0,0
EVT010,HUB002,72,0,18536383,0,0,0,26896024,0,0,0,70206,0,0,0,629739,0,0
EVT010,HUB006,0,419573,5443224,419573,0,1439136,8015395,1439136,0,5259,23590,5259,0,173532,195219,173532,0
EVT010,HUB006,3,0,6216197,0,0,0,10032178,0,0,0,26279,0,0,0,219327,0,0
EVT010,HUB006,6,0,6668605,0,0,0,9670237,0,0,0,26896,0,0,0,239414,0,0
EVT010,HUB006,12,0,7352175,0,0,0,10812338,0,0,0,32965,0,0,0,262231,0,0
EVT010,HUB006,24,0,11872073,0,0,0,17122107,0,0,0,51335,0,0,0,499581,0,0
EVT010,HUB006,36,0,11326490,0,0,0,16288593,0,0,0,47430,0,0,0,486461,0,0
EVT010,HUB006,48,0,10480458,0,0,0,15689802,0,0,0,40589,0,0,0,415581,0,0
EVT010,HUB006,72,0,8976603,0,0,0,12886160,0,0,0,38710,0,0,0,375860,0,0
EVT011,HUB001,0,299979,9553093,299979,0,1012523,17579525,1012523,0,3861,60296,3861,0,135945,451266,135945,0
EVT011,HUB001,3,0,12051668,0,0,0,21339484,0,0,0,66987,0,0,0,454551,0,0
EVT011,HUB001,6,0,12573704,0,0,0,24170076,0,0,0,76145,0,0,0,552164,0,0
EVT011,HUB001,12,0,14716878,0,0,0,28054768,0,0,0,90489,0,0,0,731628,0,0
EVT011,HUB001,24,0,19412907,0,0,0,41270203,0,0,0,108070,0,0,0,876069,0,0
EVT011,HUB001,36,0,21056066,0,0,0,35284810,0,0,0,106016,0,0,0,766730,0,0
EVT011,HUB001,48,0,22329737,0,0,0,42610541,0,0,0,117685,0,0,0,1125974,0,0
EVT011,HUB001,72,0,17647881,0,0,0,33140087,0,0,0,94255,0,0,0,780324,0,0
EVT011,HUB002,0,393888,5659075,393888,0,1329495,9920707,1329495,0,5070,28034,5070,0,178503,175175,175175,3328
EVT011,HUB002,3,0,5284782,0,0,0,9599646,0,0,0,30433,0,0,3328,223666,3328,0
EVT011,HUB002,6,0,5357358,0,0,0,9872027,0,0,0,29816,0,0,0,200783,0,0
EVT011,HUB002,12,0,6358351,0,0,0,9736340,0,0,0,34850,0,0,0,240130,0,0
EVT011,HUB002,24,0,8336254,0,0,0,15002933,0,0,0,46155,0,0,0,360236,0,0
EVT011,HUB002,36,0,8839400,0,0,0,15202167,0,0,0,50497,0,0,0,453531,0,0
EVT011,HUB002,48,0,8990412,0,0,0,15389099,0,0,0,47808,0,0,0,418334,0,0
EVT011,HUB002,72,0,7800633,0,0,0,15179167,0,0,0,41066,0,0,0,324642,0,0
EVT011,HUB003,0,341700,3114753,341700,0,1153347,5038534,1153347,0,4398,16041,4398,0,154853,95715,95715,59138
EVT011,HUB003,3,0,3494814,0,0,0,6097476,0,0,0,19198,0,0,59138,127860,59138,0
EVT011,HUB003,6,0,3613194,0,0,0,6908363,0,0,0,21732,0,0,0,152959,0,0
EVT011,HUB003,12,0,4251202,0,0,0,7648212,0,0,0,24389,0,0,0,172705,0,0
EVT011,HUB003,24,0,5721768,0,0,0,9529826,0,0,0,30730,0,0,0,231006,0,0
EVT011,HUB003,36,0,5636594,0,0,0,9880817,0,0,0,30330,0,0,0,241239,0,0
EVT011,HUB003,48,0,4888623,0,0,0,9129598,0,0,0,28386,0,0,0,271738,0,0
EVT011,HUB003,72,0,5821104,0,0,0,11042058,0,0,0,31653,0,0,0,258484,0,0
EVT011,HUB004,0,406947,2348706,406947,0,1373574,5684363,1373574,0,5238,14126,5238,0,184421,127231,127231,57190
EVT011,HUB004,3,0,3351932,0,0,0,6223789,0,0,0,17290,0,0,57190,141314,57190,0
EVT011,HUB004,6,0,2775894,0,0,0,4192406,0,0,0,14813,0,0,0,109909,0,0
EVT011,HUB004,12,0,4132473,0,0,0,5522726,0,0,0,22950,0,0,0,205914,0,0
EVT011,HUB004,24,0,5659690,0,0,0,9398764,0,0,0,28565,0,0,0,197786,0,0
EVT011,HUB004,36,0,6193295,0,0,0,8546599,0,0,0,27392,0,0,0,218675,0,0
EVT011,HUB004,48,0,5340316,0,0,0,9010069,0,0,0,26067,0,0,0,220074,0,0
EVT011,HUB004,72,0,3595033,0,0,0,7646908,0,0,0,19490,0,0,0,182428,0,0
EVT011,HUB005,0,449317,1750337,449317,0,1516585,2439205,1516585,0,5784,8251,5784,0,203622,54760,54760,148862
EVT011,HUB005,3,0,2078717,0,0,0,3896374,0,0,0,11460,0,0,148862,110177,110177,38685
EVT011,HUB005,6,0,2197677,0,0,0,3420241,0,0,0,13365,0,0,38685,114355,38685,0
EVT011,HUB005,12,0,2712474,0,0,0,4392660,0,0,0,15584,0,0,0,155652,0,0
EVT011,HUB005,24,0,3173335,0,0,0,6617644,0,0,0,18200,0,0,0,130267,0,0
EVT011,HUB005,36,0,3196453,0,0,0,4720297,0,0,0,17159,0,0,0,117786,0,0
EVT011,HUB005,48,0,3737231,0,0,0,7513993,0,0,0,18478,0,0,0,130211,0,0
EVT011,HUB005,72,0,2859597,0,0,0,5702955,0,0,0,16066,0,0,0,136067,0,0
EVT011,HUB008,0,420203,1412089,420203,0,1418318,2752090,1418318,0,5409,8848,5409,0,190429,56538,56538,133891
EVT011,HUB008,3,0,1616483,0,0,0,2379258,0,0,0,9233,0,0,133891,68780,68780,65111
EVT011,HUB008,6,0,1782451,0,0,0,3081790,0,0,0,9885,0,0,65111,68247,65111,0
EVT011,HUB008,12,0,1915095,0,0,0,2569239,0,0,0,11151,0,0,0,87090,0,0
EVT011,HUB008,24,0,2886684,0,0,0,6412719,0,0,0,16915,0,0,0,115713,0,0
EVT011,HUB008,36,0,3081293,0,0,0,6083789,0,0,0,16997,0,0,0,186908,0,0
EVT011,HUB008,48,0,2078496,0,0,0,5013751,0,0,0,13938,0,0,0,119653,0,0
EVT011,HUB008,72,0,2190165,0,0,0,4663150,0,0,0,13133,0,0,0,105347,0,0
EVT011,HUB009,0,374622,5434524,374622,0,1264466,8692382,1264466,0,4822,28919,4822,0,169772,208511,169772,0
EVT011,HUB009,3,0,4668650,0,0,0,7149719,0,0,0,25650,0,0,0,209582,0,0
EVT011,HUB009,6,0,6263823,0,0,0,10239532,0,0,0,36030,0,0,0,317895,0,0
EVT011,HUB009,12,0,7449136,0,0,0,10711853,0,0,0,40834,0,0,0,326042,0,0
EVT011,HUB009,24,0,9724929,0,0,0,19450397,0,0,0,51834,0,0,0,453660,0,0
EVT011,HUB009,36,0,9805445,0,0,0,17888724,0,0,0,51687,0,0,0,468046,0,0
EVT011,HUB009,48,0,9341911,0,0,0,18507224,0,0,0,49255,0,0,0,491899,0,0
EVT011,HUB009,72,0,8869977,0,0,0,14802269,0,0,0,47474,0,0,0,399635,0,0
EVT011,HUB010,0,276867,2855308,276867,0,934513,4326984,934513,0,3564,14848,3564,0,125471,103913,103913,21558
EVT011,HUB010,3,0,2146228,0,0,0,3547374,0,0,0,12339,0,0,21558,76796,21558,0
EVT011,HUB010,6,0,2477013,0,0,0,4800576,0,0,0,14148,0,0,0,114362,0,0
EVT011,HUB010,12,0,2861840,0,0,0,4568191,0,0,0,15656,0,0,0,125286,0,0
EVT011,HUB010,24,0,4561102,0,0,0,9542495,0,0,0,25501,0,0,0,237195,0,0
EVT011,HUB010,36,0,5072937,0,0,0,8261017,0,0,0,25819,0,0,0,225004,0,0
EVT011,HUB010,48,0,4792699,0,0,0,7785796,0,0,0,25362,0,0,0,260051,0,0
EVT011,HUB010,72,0,3286929,0,0,0,5039945,0,0,0,19822,0,0,0,137237,0,0
EVT012,HUB001,0,97007,7653424,97007,0,311091,12704842,311091,0,1113,32757,1113,0,39865,175267,39865,0
EVT012,HUB001,3,0,8187550,0,0,0,11584729,0,0,0,34697,0,0,0,211714,0,0
EVT012,HUB001,6,0,9401274,0,0,0,14695456,0,0,0,41855,0,0,0,274017,0,0
EVT012,HUB001,12,0,11774784,0,0,0,17763426,0,0,0,49853,0,0,0,369702,0,0
EVT012,HUB001,24,0,17171721,0,0,0,26383425,0,0,0,69006,0,0,0,550532,0,0
EVT012,HUB001,36,0,14613250,0,0,0,24693750,0,0,0,63882,0,0,0,493223,0,0
EVT012,HUB001,48,0,14860399,0,0,0,21791468,0,0,0,62670,0,0,0,479700,0,0
EVT012,HUB001,72,0,13106416,0,0,0,20455823,0,0,0,56177,0,0,0,397224,0,0
EVT012,HUB002,0,139095,1950057,139095,0,446062,2581418,446062,0,1596,8952,1596,0,57161,61954,57161,0
EVT012,HUB002,3,0,1962936,0,0,0,3448240,0,0,0,9284,0,0,0,65430,0,0
EVT012,HUB002,6,0,2266102,0,0,0,3079181,0,0,0,9496,0,0,0,69769,0,0
EVT012,HUB002,12,0,2863273,0,0,0,3688033,0,0,0,13012,0,0,0,105824,0,0
EVT012,HUB002,24,0,2751113,0,0,0,5193972,0,0,0,12692,0,0,0,96561,0,0
EVT012,HUB002,36,0,3156655,0,0,0,4960778,0,0,0,14215,0,0,0,87449,0,0
EVT012,HUB002,48,0,2563362,0,0,0,4511064,0,0,0,11417,0,0,0,90114,0,0
EVT012,HUB002,72,0,2780325,0,0,0,4708206,0,0,0,13422,0,0,0,94536,0,0
EVT013,HUB008,0,203358,3980634,203358,0,686492,7005922,686492,0,2838,22009,2838,0,95580,160127,95580,0
EVT013,HUB008,3,0,4954458,0,0,0,7760502,0,0,0,24902,0,0,0,247993,0,0
EVT013,HUB008,6,0,5424783,0,0,0,6853385,0,0,0,25899,0,0,0,181995,0,0
EVT013,HUB008,12,0,6576967,0,0,0,8728596,0,0,0,27832,0,0,0,226690,0,0
EVT013,HUB008,24,0,7920831,0,0,0,10525745,0,0,0,38422,0,0,0,350464,0,0
EVT013,HUB008,36,0,8458105,0,0,0,13134554,0,0,0,39501,0,0,0,418979,0,0
EVT013,HUB008,48,0,8021852,0,0,0,13162486,0,0,0,38750,0,0,0,289984,0,0
EVT013,HUB008,72,0,8075014,0,0,0,13845048,0,0,0,35276,0,0,0,322912,0,0
EVT013,HUB009,0,116574,8948542,116574,0,393528,12068862,393528,0,1627,36469,1627,0,54791,230633,54791,0
EVT013,HUB009,3,0,8461118,0,0,0,12657880,0,0,0,39606,0,0,0,290834,0,0
EVT013,HUB009,6,0,9707605,0,0,0,13077704,0,0,0,42290,0,0,0,334915,0,0
EVT013,HUB009,12,0,11802083,0,0,0,14163561,0,0,0,53289,0,0,0,410047,0,0
EVT013,HUB009,24,0,15158323,0,0,0,22616973,0,0,0,65586,0,0,0,702841,0,0
EVT013,HUB009,36,0,15326107,0,0,0,22826376,0,0,0,66209,0,0,0,606174,0,0
EVT013,HUB009,48,0,14473588,0,0,0,28684218,0,0,0,64104,0,0,0,595787,0,0
EVT013,HUB009,72,0,13335772,0,0,0,21200943,0,0,0,58433,0,0,0,570756,0,0
EVT013,HUB010,0,113952,2779196,113952,0,384678,4475274,384678,0,1590,12727,1590,0,53558,77250,53558,0
EVT013,HUB010,3,0,2898765,0,0,0,3913290,0,0,0,13119,0,0,0,106226,0,0
